CNN,zone
7637000,F
7638000,F
7639000,F
764000,F
7640000,F
7641000,F
7642000,F
7643000,F
7644101,F
7644201,F
7645101,F
7645201,F
7646101,F
7646201,F
7647101,F
7647201,F
7648101,F
7648201,F
7649101,F
7649201,F
765000,F
7650101,F
7650201,F
7651101,F
7651201,F
7652101,F
7652201,F
7653101,F
7653201,F
7654000,F
7655000,F
7658000,F
766000,F
7661000,F
7665000,F
7669000,F
767000,F
7676000,F
7678000,F
768000,F
7681000,F
7682000,F
7683000,F
7684000,F
7685000,F
7687000,F
7688000,F
7689000,F
769000,F
7690000,F
7691000,F
7692000,F
7693000,F
7694000,F
7695000,F
7698000,B
7699000,B
770000,F
7700000,A
7701000,F
7703000,F
7704000,F
7707101,F
7707102,F
7707103,F
7707201,F
7707202,F
7708101,F
7708102,F
7708201,F
7709101,F
7709102,F
7709103,F
7709201,F
771000,F
7710101,F
7710104,F
7710201,F
7711000,F
7717000,D
7718000,D
7719000,D
772000,E
7720000,D
7721000,D
7722000,D
7723000,D
7724000,D
7725000,D
7726000,E
7727000,E
7728000,E
7729000,E
773000,E
7730000,E
7731000,E
7732000,E
7733000,E
7734000,E
7735000,E
7736000,E
7737000,E
7738000,E
7739000,E
774000,E
7740000,E
7741000,B
7742000,D
7743000,D
7749000,B
775000,E
7750000,B
7751000,A
7752000,A
7753000,A
7754000,A
7755000,A
7756000,A
7758000,A
7759000,A
776000,E
7760000,A
7761000,A
7763000,A
7764000,A
7766000,A
7767000,A
7768000,A
7769000,A
777000,E
7770000,A
7772000,A
7773002,A
7774000,A
7775000,A
7777000,E
7778000,E
7779000,E
778000,E
7780000,E
7781000,E
7782000,E
7783000,E
7784000,E
7785000,E
7786000,E
7787000,E
7788000,E
7789000,E
779000,E
7790000,E
7791000,E
7792000,E
7793000,E
7793010,E
7796000,E
780000,E
7800000,E
7803000,F
7805000,F
7806001,F
7806002,F
7807101,F
7807201,F
7808000,F
781000,E
7811000,F
7812000,F
7813000,F
7814000,F
7815000,F
7816000,D
7817000,E
7818000,E
7819000,E
782000,E
7820000,E
7821000,E
7824000,F
7829000,A
783000,E
7831101,B
7831201,B
7832201,B
7833201,B
7834201,B
7837000,E
7839000,D
784000,E
7840000,D
7841000,D
7842000,F
7843000,F
7844000,F
7845000,F
7846000,F
7847000,F
7848000,F
7849000,F
785000,E
7850000,F
7851000,F
7852000,F
7853000,F
7854000,F
7855000,F
7856000,F
7857000,F
7859000,F
786000,D
7860000,F
7861000,F
7862000,F
7864000,F
7866000,F
7867000,F
7869000,F
787000,D
7870000,F
7871000,F
7872000,F
7873000,F
7874000,F
7877000,F
7878000,F
7879000,F
788000,D
7881000,F
7882000,F
7883000,F
7884000,F
7885000,F
7886000,F
7887000,F
7888000,F
789000,D
7891000,E
7893000,E
7895000,E
790000,D
7901000,E
7902000,B
7903000,B
7904000,C
791000,D
7911000,D
7913000,F
7915000,E
7916000,E
7917000,E
7918000,E
792000,D
7920000,C
7921000,C
7922000,F
7923000,F
7924000,F
7926000,E
7927000,E
7928000,E
7929000,E
793000,D
7930000,E
7931102,E
7931103,E
7931201,E
7931202,E
7932101,E
7932201,E
7933000,E
7934000,E
7935000,E
7936000,B
7937000,B
7938000,B
794000,D
7940000,C
7941000,B
7942000,C
7943000,C
7944000,C
7945000,B
7946002,C
7947000,C
7948000,C
7949000,C
795000,D
7950000,C
7951000,B
7952000,C
7953000,C
7954000,C
7955000,B
7956000,C
7957000,C
7958001,C
7958002,C
7959000,B
796000,D
7960000,B
7961000,B
7962000,C
7963000,C
7964000,C
7965000,C
7966000,A
7967000,A
7968000,A
7969000,A
797000,D
7970000,A
7971000,A
7972000,A
7973000,A
7974000,A
7975000,A
7976000,A
7977000,A
7978000,A
7979000,A
798000,D
7980000,A
7981000,A
7982000,A
7983000,A
7984000,A
7985000,A
7986000,A
7987000,A
799000,D
7990101,F
7991201,F
7992101,F
7992202,F
7993000,F
7994000,F
7995000,F
7996000,F
7997101,F
7997201,F
7998201,F
800000,D
8000000,F
8002101,D
8002201,D
8003000,D
8004000,D
8005101,D
8005201,D
8006000,D
8007000,D
8008000,D
8009000,C
801000,D
8010000,C
8011000,C
8012000,C
8013000,C
8014000,C
8015000,C
8016000,C
8017000,C
8018000,C
8019000,C
802000,D
8020000,C
8021000,C
8023000,C
8024000,C
8025000,C
8026000,C
8027000,C
8028000,C
8029000,C
803000,D
8030000,C
8031000,C
8032000,C
8033000,C
8034000,C
8035000,C
8036000,C
8037000,C
8038000,C
8039000,C
804000,D
8040101,C
8040201,C
8049101,F
805000,D
8051101,F
8052201,F
8054201,F
806000,D
8061000,F
8062000,F
8063000,F
8064000,F
8065000,F
8066000,F
8067000,F
8068000,F
8069000,F
807000,D
8070000,F
8071000,F
8072000,F
8073000,F
8074000,F
8075000,F
8077000,D
808000,D
8081000,D
8082000,D
8083000,D
8084000,E
8086000,E
8087000,E
8088000,E
8089000,E
809000,D
8090000,E
8091000,E
8092000,E
8093000,E
8094000,E
8095000,E
8096000,E
8097000,E
8098000,B
8099000,B
810000,D
8100000,B
8103000,F
8104000,F
8106000,F
8107000,F
8108000,F
811000,D
8110000,B
8111000,B
8115000,D
8116000,B
8117000,B
8118000,B
812000,D
8120000,B
8121000,B
8122000,B
8123000,B
8124000,B
8125000,B
8126000,B
8127000,B
8128000,B
8129000,B
813000,D
8130000,B
8131000,B
8132000,B
8133000,B
8134000,B
8135000,B
8136000,A
8137000,A
8138000,A
8139000,A
814000,D
8140000,A
8141000,A
8142000,A
8143000,A
8144000,A
8145000,A
8146000,A
8147000,A
8148000,A
8149000,A
815000,D
8150000,A
8151000,A
8152000,A
8153000,A
8154000,A
8155000,A
8155001,A
8155002,A
8156000,A
8157000,A
816000,D
8160000,E
8161000,E
8162000,E
8163000,E
8164000,E
8165000,E
8166000,E
8167000,F
8168000,F
8169000,C
817000,D
8170000,C
8171000,C
8172000,C
8173000,C
8174000,C
8175000,C
8177000,C
8178000,C
8179000,F
818000,D
8180000,F
8181000,F
8182000,F
8185000,F
8186000,F
8187000,F
8188000,F
8189000,F
819000,D
8190000,F
8191000,F
8192000,F
8193000,F
8194000,F
8195000,F
8196101,F
8196201,F
8197101,F
8197201,F
8198000,F
820000,D
8200000,F
8201000,F
8202000,F
8203000,F
8204000,F
8207000,F
8208000,F
8209000,F
8210000,F
8213000,F
8214000,F
8215000,F
8219000,F
822000,F
8220000,F
8221000,F
8222000,F
8223000,F
8224000,F
8225000,F
8226000,F
8227000,F
8228000,F
8229000,F
823000,F
8232000,E
8233000,E
8234000,E
8237000,B
8238000,B
8239000,B
824000,F
8240000,B
8241000,B
8242000,B
8243000,B
8244000,B
8245000,B
8246000,A
8247000,A
8248000,A
8249000,A
825000,F
8250000,A
8251000,A
8252000,A
8253000,A
8254000,A
8255000,A
8256000,A
8257000,A
8258000,A
826000,C
8260000,A
8261000,A
8262000,A
8263000,A
8264000,A
8265000,A
8266000,A
8267000,A
8268000,A
8269000,A
827000,C
8270101,A
8270102,A
8271000,A
8272000,A
8273000,A
8274000,A
8275000,A
8277000,B
8278000,E
828000,C
8280000,F
8281000,F
8282000,F
8283000,D
8284000,D
8285000,D
8287000,A
829000,C
8292000,E
8293000,E
8294000,E
8295000,E
8296000,E
8297000,E
8298000,E
8299000,E
830000,C
8300000,E
8301000,E
8302000,E
8304000,E
8305000,E
8306000,F
8307000,F
8308000,F
831000,C
8310000,A
8311000,A
8315000,D
8316000,D
8317000,D
8318000,D
8319000,D
832000,C
8320000,D
8321000,D
8322000,D
8323000,D
8324101,D
8324201,D
8325000,D
8326000,D
8327000,D
8328000,D
833000,C
8330000,F
8331000,D
8333000,E
8334000,B
8335001,B
8336000,B
8337000,C
8338000,C
8339000,F
834000,F
8340000,F
8341101,F
8342101,F
8342102,F
8342201,C
8343101,F
8344101,F
8345101,F
8345102,F
8346101,F
8347101,F
8348101,F
8349101,F
835000,F
8350101,F
8351101,F
8352101,F
8353101,F
8354101,F
8357101,F
836000,F
8360101,F
8361101,F
8362101,F
8363101,F
8364101,F
8365101,F
8366101,F
8367101,F
8368101,F
837000,F
8372101,F
8373101,F
8376101,F
8378101,F
838000,F
8380101,F
8381101,F
8382101,F
8383101,F
8385101,F
8386101,F
8388000,D
8389000,D
839000,F
8392000,B
8393001,B
8394000,B
8395000,C
8396001,C
8397000,E
8398000,E
8399000,D
840000,F
8400000,D
8401000,D
8402000,F
8403000,E
8404000,E
8406000,E
8407000,E
8408000,E
8409000,E
841000,F
8410000,E
8411000,E
8412000,E
8413000,E
8416000,F
8417000,F
8418000,F
8419000,F
842000,F
8421000,C
8422000,C
8423000,C
8424000,C
8425000,C
843000,F
8430000,D
8431000,A
8432000,A
8433000,A
8434000,A
8435000,A
8436000,A
8437000,A
8438000,A
8439000,A
844000,F
8440000,A
8441000,A
8442000,A
8445000,A
8446000,A
8447000,A
8448000,A
8449000,A
845000,F
8450000,A
8451000,A
8452000,A
8453101,A
8453201,A
8454101,A
8454201,A
8455101,A
8455201,A
8456101,A
8456201,A
8457101,A
8457201,A
8458101,A
8458201,A
8459101,A
8459201,A
846000,F
8460101,A
8460201,A
8461101,A
8461201,A
8462101,A
8462201,A
8463101,A
8463201,A
8464101,A
8464201,A
8465101,A
8466000,A
8467000,A
8468000,F
8469000,F
847000,F
8470000,E
8471000,E
8472000,E
8473000,E
8474000,E
8475000,E
8476000,E
8477000,E
8478000,E
848000,F
8480000,C
8481000,C
8484000,E
8485000,E
8487000,F
8488000,F
8489000,C
849000,E
8491000,F
8492000,F
8493000,F
8494000,F
8496000,F
8497000,F
8498000,F
850000,E
8500000,F
8501000,F
8502000,F
8504000,E
8505000,E
8506000,E
8507000,E
8509000,F
851000,E
8510000,F
8511000,F
8512001,F
8512002,F
8513000,F
8514000,F
8515000,F
8516000,F
8517000,F
852002,E
8521000,F
8522000,F
8524000,F
8525000,D
8526000,D
8527000,C
8528000,B
8529000,D
853000,E
8531000,E
854000,E
8540000,D
8541000,D
8542000,D
8544000,C
8546000,F
8548000,B
8549000,D
855000,E
8550000,D
8554000,C
8555000,C
8556000,C
8557000,C
8558000,C
8559000,C
856000,E
8560000,C
8561000,C
8562000,C
8563000,C
8564000,C
8565000,C
8566000,A
8567000,C
8568000,C
8569000,C
857000,E
8570000,A
8571000,C
8572000,C
8573000,A
8574000,C
8575000,C
8576000,A
8577000,A
8578000,A
8579000,A
858000,E
8580000,A
8581000,A
8582000,A
8583000,A
8584000,A
8585000,A
8589000,E
859000,E
8590000,D
8591000,A
8592000,A
8593000,E
8594000,E
8595000,E
8596000,E
8597000,E
8598001,E
8599001,E
860000,E
8600000,D
8601000,D
8602000,D
8603000,E
8604000,E
8605000,E
8606000,E
8607000,E
8608000,E
8609000,E
861000,E
8610000,E
8611000,E
8612000,E
8613000,E
8614000,F
8615000,F
8617000,F
8618000,F
8619101,F
8619201,F
8619202,F
862000,E
8620000,F
8621000,F
8622000,F
8623000,A
8624000,A
8625000,B
8626000,B
8627000,B
8628000,B
8629000,B
863000,E
8630000,B
8631000,B
8632000,F
8633000,F
8635000,A
8636000,A
8637000,A
8638000,A
8639000,F
8640101,F
8640201,F
8643000,D
8644000,D
8646000,F
8647000,F
8648000,F
8649000,F
865000,E
8650000,F
8651000,F
8652000,F
8653000,F
8654000,F
8655000,F
8657000,F
8658000,F
8659000,F
866000,D
8660000,F
8661000,F
8662000,F
8663000,F
8665101,E
8665201,D
8666101,E
8666201,D
8667101,E
8667201,D
8668101,E
8668201,D
8669101,E
8669102,E
8669201,D
867000,D
8670101,E
8670201,D
8671101,E
8671102,E
8671201,D
8671202,D
8671203,D
8676000,E
8677000,C
8678000,C
8679000,C
868000,D
8680000,C
8681000,C
8682000,C
8684000,F
8687000,F
8688000,F
869000,D
8690101,F
8690201,F
8691201,F
8692101,F
8692201,F
8693101,F
8693201,F
8693202,F
8695000,E
8699000,E
870000,D
8701000,A
8702101,A
8703101,A
8704101,A
8705101,A
8706101,A
8707101,A
8708101,A
8709101,A
871000,D
8711000,A
8712000,E
8713000,E
8714000,E
8715000,E
8716000,E
8717000,E
8718000,E
8719000,E
872000,D
8720000,E
8721000,E
8722000,E
8723000,E
8724000,E
8725000,E
8726000,E
8727000,E
8727001,E
8728000,E
8729000,E
873000,D
8730000,D
8731000,D
8732000,D
8733000,D
8734000,D
8735000,D
8737101,B
8737102,B
8737201,A
8738101,B
8738201,A
8739101,B
8739201,A
874000,D
8740101,B
8740201,A
8741101,B
8741201,A
8742101,B
8742202,A
8742203,B
8743101,B
8743201,B
8744101,B
8744102,B
8744201,B
8745101,B
8745201,B
8746102,B
8746103,B
8746201,B
8747102,B
8747103,B
8747202,B
8748101,B
8748201,B
8749101,B
8749201,B
875000,D
8750101,B
8750201,B
8750203,B
8751101,B
8751201,B
8752101,B
8752201,B
8753101,B
8753201,B
8754101,B
8754102,B
8754201,B
8755101,B
8755201,B
8756101,B
8756201,B
8757101,B
8757102,B
8757201,B
8757202,B
8758101,B
8758202,B
8759101,B
8759201,B
876000,D
8760101,B
8760102,B
8760203,B
8761101,D
8761201,C
8762102,D
8762201,D
8762202,D
8763101,D
8764101,D
8764201,D
8765101,D
8766101,D
8766201,D
8767101,D
8767201,D
8768101,D
8768201,D
8769201,D
877000,D
8770101,D
8770201,D
8771101,D
8771201,D
8772101,D
8772103,D
8772201,D
8773101,D
8773201,D
8773202,D
8774203,D
8775101,D
8776104,D
8776202,D
8776203,D
8776204,D
8778000,F
8779000,F
878000,D
8780000,D
8781000,D
8782000,D
8783000,F
8784000,F
8785000,F
8786000,F
8787000,F
879000,D
8792000,F
8796000,E
880000,D
8800000,B
8801000,B
8802000,B
8803000,B
8804000,B
8805000,B
8806000,B
8807000,A
8808000,A
8809000,A
881000,D
8810000,A
8811000,A
8812000,A
8813000,A
8814000,A
8815000,A
8816000,A
8817000,A
8818000,A
8819000,A
882000,D
8820000,A
8821000,A
8822000,A
8823000,A
8824000,A
8827000,A
8828000,A
8829000,A
8830000,A
8833000,A
8834000,A
8835000,A
8836000,A
8837000,A
8838000,A
8839000,A
884000,D
8840000,A
8841000,C
8842000,C
8843101,C
8843201,C
8844101,C
8844201,C
8845101,C
8845201,C
8846000,C
8847000,C
8848000,C
8849000,C
885000,D
8850000,C
8851000,C
8853000,C
8854000,C
8855000,C
8856000,C
8857000,F
8858000,F
8859000,F
886000,D
8861001,D
8864000,D
8865000,D
8866000,D
8867000,D
8868000,D
8869000,E
887000,D
8870000,C
8871000,C
8872000,C
8873000,C
8874000,C
8876000,D
8877000,D
8878000,D
8879000,D
888000,D
8880000,E
8881000,E
8882000,E
8883000,E
8884000,F
8885000,F
8886000,F
8888000,B
8889000,B
889000,D
8890000,B
8891000,B
8892000,B
8893000,B
8894000,B
8895000,B
8896000,B
8897000,B
8898000,C
8899001,C
8899002,C
890000,D
8900000,C
8901000,C
8902000,C
8903000,C
8904000,C
8905000,C
8906000,C
8907000,C
8908000,C
8909000,C
891000,D
8910000,C
8911000,C
8912000,C
8914000,B
8915000,B
8916000,B
8917001,B
8917002,B
8918001,B
892000,D
8921000,E
8922000,E
8923000,E
8924000,E
8925000,E
893000,D
8930000,E
8931000,C
8932000,C
8934000,B
8936000,E
8938000,E
894000,D
8942000,F
8945000,E
8946000,F
8947000,F
8948000,F
8949000,F
895000,D
8950000,F
8951000,F
8952000,F
8953000,F
8954000,E
8955000,E
8956000,E
8957000,E
8958000,E
8959000,E
896000,D
8960000,E
8961000,E
8962000,E
8963000,E
8964000,E
8965000,E
8966000,E
8968000,E
897000,D
8970000,F
8976000,F
8977000,F
8978000,F
8979000,F
898000,D
8984000,A
899000,D
8990000,D
8991000,D
8992000,D
8994000,D
8997000,F
900000,D
9000000,E
9003000,E
901000,C
9011000,E
9012000,E
9013000,E
9014000,E
9015000,E
9017000,F
902000,C
9020000,A
9021000,D
9022000,D
9023000,D
9024000,D
9025000,D
9026000,F
9028000,A
9029000,E
903000,C
9030000,A
9031001,D
9031002,D
9032000,D
9036101,F
9036201,F
9037000,F
9039000,B
904000,C
9041000,B
9042000,B
9044000,B
9045000,B
9046000,B
9047000,B
9048000,B
9049000,B
905000,C
9050000,B
9051000,B
9052000,B
9053000,E
9054000,E
9055000,E
9056000,E
9057000,E
9058000,E
9059000,E
906000,C
9061000,E
9062000,E
9064000,B
9065000,D
9067000,F
9068000,F
9069000,F
907000,C
9070000,F
9071000,F
9072000,F
9073000,F
9074101,F
9074201,F
9075101,F
9075201,F
9076101,F
9076201,F
9077101,F
9077201,F
9078101,F
9078201,F
9079101,F
9079201,F
908000,C
9080000,D
9081000,D
9082000,B
9083000,B
9084000,B
9085000,B
9086000,B
9087000,B
9088000,B
9089000,B
9090000,B
9091000,B
909101,F
909201,F
9093000,B
9094000,B
9095101,B
9095201,B
9095202,B
9096001,B
9096002,B
9096003,B
9099000,B
9100000,B
9101000,B
9102000,B
9103000,B
9104000,B
9105000,B
9106000,B
9107000,B
9108000,B
9109101,B
9109102,B
9109201,B
9110000,B
9111000,B
9111001,B
911101,F
9112101,B
9112201,B
9113000,B
9114000,B
9115000,B
9116000,D
9117000,D
9118000,D
9119000,D
9120000,D
9121000,D
912101,F
9122001,D
9122002,D
9123000,D
9124000,D
9125000,D
9126000,D
9127000,D
9128000,D
9129000,D
9130000,D
9131000,D
913101,F
9132000,D
9133000,D
9134000,D
9135000,D
9136000,D
9138000,D
9139000,D
9140000,D
9141000,D
914101,F
9142000,D
914201,F
9143000,D
9144000,D
9145000,D
9146000,D
9147101,D
9147201,D
9148101,D
9148201,D
9150000,D
915101,F
9151101,E
9151201,F
9152101,E
9153101,E
9153201,F
9154101,E
9154201,F
9155000,E
9156000,E
9158000,F
9159000,E
9161000,E
916101,F
9162000,E
9163000,F
9165000,E
9167000,E
9169000,E
9170000,F
917101,F
917201,F
9172101,E
9172201,F
9173101,E
9173201,F
9174101,E
9174201,F
9175101,E
9175201,F
9176101,E
9176201,F
9177000,F
9178000,E
9179000,E
9180000,F
9181000,F
918101,F
9183000,F
9184000,F
9185000,E
9186000,F
9187000,F
9188000,F
9189000,E
9190000,F
9191000,E
919101,F
9192000,F
9193000,F
9194000,F
9195000,E
9196000,F
9197000,E
9199000,E
9200000,E
9201000,E
920101,F
9202000,E
920201,F
9203000,E
9204000,E
9205000,E
9206000,E
9207000,E
9208000,E
9209000,E
9210000,E
9211000,E
921101,F
9212000,E
921201,F
9213000,E
9214000,E
9217000,E
9220000,D
9221000,F
922101,F
9222000,D
922201,F
9223000,D
9226000,F
9228000,F
9230000,F
923101,F
923201,F
9236000,F
9241000,F
9244000,F
9248000,A
9250000,F
9251000,F
925101,F
9252000,F
925201,F
9253000,F
9254000,F
9255000,F
9256000,F
9257000,D
9258000,D
9259000,D
9260000,D
9261000,D
926101,F
9262000,D
926201,F
9263000,D
9266000,F
9267000,F
9268000,F
9269000,F
9270000,F
9271000,F
927101,F
927102,F
927201,F
927202,F
9272201,F
9273101,F
9273201,F
9274101,F
9274201,F
9275101,F
9275102,F
9275201,F
9275202,F
9276101,F
9276201,F
9277101,F
9277201,F
9278101,F
9278201,F
9279101,F
9279201,F
9280102,F
9280201,F
928101,F
928102,F
928103,F
9281101,F
9281201,F
9282101,F
9282201,F
9283101,F
9283201,F
9284104,F
9284201,F
9284202,F
9285101,F
9285201,F
9286101,F
9286102,F
9286201,F
9287101,F
9287201,F
9288101,F
9288201,F
9288202,F
9289101,F
9289201,F
9290101,F
929101,F
9291101,F
9292101,F
9293101,F
9294101,F
9295000,D
9297000,B
9298000,A
9299000,A
9300000,A
9301000,A
930101,F
930102,F
9302000,A
9303000,A
9304000,A
9305000,A
9306000,A
9307000,A
9308000,A
9309000,A
9310000,A
9311000,A
9312000,A
9313000,A
9314000,A
9315101,A
9315102,A
9315201,A
9317201,A
9318101,A
9318201,A
9319000,A
932000,F
9320000,A
9321000,A
9322000,F
9323000,F
9324000,F
9325000,F
933000,F
9333000,F
9334000,F
9335000,F
9336000,F
9337000,F
9338000,F
9339000,F
934000,F
9341000,F
9342101,F
9342201,F
9343000,F
9344000,F
9345000,F
9346000,F
9347000,F
9348000,F
9349000,F
935000,F
9350000,F
9353000,F
9355000,F
9356000,F
9357000,F
9358000,F
9359000,F
936000,E
9363000,F
9364000,F
9365000,F
9366000,F
9367000,F
9368000,F
9369000,F
937000,E
9371000,F
9372000,F
9373000,F
9374000,F
9375000,D
9379000,F
938000,E
9381000,B
9383000,E
9384000,E
9385000,E
9386000,E
9387000,E
9388000,E
939000,E
9390000,E
9391000,E
9393000,E
9395000,E
9396000,E
9397000,E
9398000,E
9399000,E
940000,E
9400000,E
9401000,E
9402000,E
9405000,E
9406000,B
9407000,A
9408000,A
9409000,A
9413000,D
9414000,D
9415000,D
9416000,D
9417000,D
9418000,D
9419000,D
9420000,D
9422000,F
9423000,F
9424000,F
9425000,F
9426000,F
9427000,F
9428000,F
9429000,F
943000,E
9430000,F
9431000,F
9432000,F
9433000,F
9434000,F
9435000,F
9436000,F
944000,E
9440000,F
9441000,A
9442000,D
9443000,D
9444000,D
9445000,D
9446000,D
9447000,E
9448000,E
9449000,E
945000,E
9450000,E
9452000,E
9453000,E
9454000,E
9455000,E
9456000,E
9457000,D
9458000,D
9459000,D
946000,E
9460000,D
9461000,D
9462000,D
9463000,D
9465000,F
9467000,F
9469000,F
947000,E
9471000,B
9472000,B
9473000,B
9474000,F
9475000,F
9476000,F
9477000,F
9478000,F
9479000,F
948000,E
9481000,F
9482000,F
9485000,F
9486000,A
9487000,E
9488000,E
9489000,E
949000,E
9490000,E
9491000,E
9492000,E
9493000,E
9494000,E
9495000,E
9496000,E
9497101,E
9497201,E
9498000,E
9499000,E
950000,E
9500000,E
9501000,E
9502000,E
9503000,E
9504000,E
9505000,D
9506000,B
9507000,B
9509000,B
951000,E
9511000,B
9512000,B
9513000,B
9514000,B
9515000,B
9516000,B
9517000,B
9518000,B
9519000,B
952000,E
9520000,F
9521000,F
9522000,E
9523000,E
9524000,E
9525000,E
9526000,E
9527000,D
953000,E
9532000,E
9533000,D
9534000,D
9535000,D
9536000,D
9537000,D
9538000,D
9539000,D
954000,E
9540000,B
9541000,B
9542000,B
9543000,B
9546000,B
9547000,D
9548101,E
9548201,E
9549101,E
9549202,E
9549203,E
955000,E
9550000,E
9551000,E
9552000,E
9553000,E
9554000,E
9556000,E
9557000,E
9558000,E
9559000,E
956000,E
9561000,E
9562000,E
9563000,E
9564000,E
9565000,E
9566000,E
9567000,E
9568000,E
9569000,E
9570000,E
9571000,E
9572000,E
9573000,E
9574000,E
9575000,E
9576000,E
9577000,E
9578000,E
9579000,E
9580000,E
9581000,E
9582001,E
9582002,E
9582003,E
9583000,D
9584000,D
9585000,E
9586000,E
9587000,E
9588000,E
9589000,E
959000,D
9590000,E
9591000,F
9592000,F
9593000,F
9594000,F
9595000,F
9599000,F
960000,D
9602000,E
9604000,C
9605000,A
9607000,D
9608000,D
9609000,D
961000,D
9610000,D
9611000,D
9612000,D
9613000,D
9614000,D
9615000,D
9616000,D
9617000,D
9618000,D
9619000,D
962000,D
9620000,D
9621000,D
9622000,D
9623000,D
9624000,D
9625000,D
9626000,D
9627000,D
9628000,D
9629000,D
963000,D
9630000,D
9631000,D
9632000,D
9633000,D
9634000,D
9635000,D
9636000,D
9637000,D
9638000,D
9639000,D
964000,D
9640000,D
9641000,F
9642000,B
9644000,F
9645000,F
9646000,F
9647202,F
9647203,F
9649000,F
965000,D
9650101,F
9650201,F
9651000,F
9652000,F
9653000,F
9654000,F
9655000,F
9656000,F
9657000,F
9658000,F
9659000,F
966000,D
9660000,F
9661000,F
9662000,F
9663000,F
9664000,F
9665000,F
9666000,F
9667000,F
9668000,F
9669000,F
967000,D
9672000,F
9673000,F
9675000,F
9676000,F
9677000,F
9678000,F
968000,D
9680000,F
9681000,F
9682000,F
9683000,F
9684000,A
9685000,A
9686000,A
9687000,A
9688000,A
9689000,A
969000,D
9690000,A
9691000,A
9692000,A
9694000,A
9695000,A
9696000,A
9697000,A
9698000,A
9699000,A
970000,D
9700000,A
9701000,A
9702000,A
9703000,A
9704000,F
9705000,F
9706000,E
9707000,E
9708000,E
971000,D
9710000,F
9711000,F
9712000,F
9713000,F
9714000,F
9715000,D
9716000,D
9718000,E
9719000,E
972000,D
9721000,B
9722000,B
9723000,B
9725000,B
9726000,B
9727000,B
9728000,B
9729000,B
973000,D
9730000,B
9731000,B
9732000,B
9733000,B
9734000,B
9735000,B
9736000,B
9737000,C
9738000,C
9739000,C
974000,D
9740000,C
9741000,C
9742000,C
9743000,C
9744000,C
975000,D
9750000,B
9751000,B
9752000,B
9753000,B
9754000,C
9755000,C
9756000,C
9757000,C
9758000,C
9759000,C
976000,D
9760000,C
9761000,C
9762000,C
9763000,C
9764000,C
9765000,C
9766000,C
9767000,C
9768000,C
9769000,C
977000,D
9770000,C
9771000,B
978000,D
9781000,E
9782000,E
9783000,E
9784000,E
9785000,E
9786000,E
9787000,E
9788000,E
9789000,E
979000,D
9790000,E
9791000,E
9792000,E
9793000,E
9794000,E
9795000,E
9796000,E
9797000,E
9798000,E
9803000,D
9804000,F
9805000,F
9806000,F
9807101,F
9807201,F
9808101,F
9809101,F
9809201,F
981000,D
9810101,F
9810201,F
9811101,F
9811201,F
9812101,F
9812201,F
9813101,F
9813201,F
9814101,F
9814201,F
9815101,F
9816101,F
9818101,F
9819101,F
9819201,F
982000,D
9820101,F
9820201,F
9821101,F
9821201,F
9822201,F
9823101,F
9823201,F
9824101,F
9824201,F
9825101,F
9825201,F
9826101,F
9826201,F
9827101,F
9827201,F
9829101,F
9829201,F
983000,D
9830101,F
9830201,F
9831101,F
9831201,F
9832101,F
9832102,F
9832201,F
9833101,F
9833201,F
9834101,F
9834201,F
9835101,F
9836201,F
984000,D
9840101,F
9840201,F
9843101,F
9845201,F
9847000,F
9848000,F
9849000,F
985000,D
9852000,F
9854000,F
9856000,F
9857000,F
986000,D
987000,D
9875101,B
9875201,B
9875301,B
9875401,B
9875402,B
9876101,B
9876201,B
9876301,B
9876401,B
9877101,B
9877201,B
9878101,B
9878201,B
9878301,B
9878401,B
9879101,B
9879201,B
988000,D
9880101,B
9880201,B
9880401,B
9881101,B
9881201,B
9882101,B
9882201,B
9883101,B
9883201,B
9884000,B
9885000,B
9886000,B
9887000,B
9889000,A
989000,D
9890000,A
9891000,A
9892000,A
9893000,A
9894000,A
9895000,A
9896000,A
9897000,A
9898000,A
9899000,A
990000,D
9900000,A
9901000,A
9902000,A
9903000,A
9904000,A
9905000,A
9908000,D
9909000,D
991000,D
9910000,D
9911000,D
9912000,D
9913000,D
9917000,D
9918000,B
992000,D
9920000,B
9921000,E
9922000,D
9923000,D
9924000,D
9925000,D
9926000,D
9927000,D
9928000,D
9929000,D
993000,D
994000,D
9943000,F
9944000,F
9945000,F
9946000,F
9947000,F
9948000,F
9949000,D
995000,D
9952000,F
9953000,F
9954000,F
9955000,F
9956000,F
9957000,F
9961000,D
9965000,A
9966000,D
9967000,D
9968000,D
9969000,D
997000,C
9970000,D
9971000,D
9972000,E
9973000,E
9975000,E
9976000,E
9977000,F
998000,C
9981000,F
9982000,F
9983000,F
9984000,F
9985000,F
9986000,F
9987000,F
9988000,F
9989000,F
999000,C
9990000,F
9991000,F
9994000,F
9995000,F
9997000,F
9998000,F
9999000,F
